Unique ID,Post,Labels Set
5153,तमिल में इसे सुरगा पक्षी कहा जाता है। इस वीडियो को कैप्चर करने में 62 फोटोग्राफर्स को 62 दिन लगे।  इस असामान्य पक्षी का वीडियो साझा करें।,fake
5154,"अपनी ही साजिश में फंस गई रिया? देखिए 'पूछता है भारत' ऐश्वर्य के साथ रिपब्लिक भारत पर #LIVE : https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX",non-hostile
5155,"ऐसा होगा हमारे प्रभू #श्रीराम का भव्य मंदिर
मेरे प्रभु की जन्म भूमि  से तिरपाल हट रहा है,,भारत नई दिशा मैं आगे बढ रहा है।
#आयोध्या करती है आह्वान ,,ठाठ से कर मंदिर निर्माण",fake
5156,"आरोपियों द्वारा लूट की रकम बाँटते वक़्त पुलिस ने मारा छापा 
#BiharPolice 

https://t.co/fC7AhcvVOl",non-hostile
5157,"एक खबर- 'सुशांत सिंह राजपूत की मौत के मामले में कोई श्रृति मोदी भी जांच और संदेह के दायरे में'
और पप्पू की आंखों में चमक आ गई-
लो जी, प्रधानमंत्री मोदी, सुशांत सिंह राजपूत के हत्यारे हैं! मोदीजी ने अनिल अंबानी की जेब में करोड़ों डालर डालने के लिए श्रृति मोदी से हत्या करवाई है।","defamation,offensive"
5158,"@DoPTGoI का हवाला देते हुए मीडिया रिपोर्ट का दावा, केंद्र सरकार ने अगले साल तक वेतन वृद्धि को स्थगित किया।",fake
5159,@RahulGandhi काहे का शर्मिंदा हैं बे जितने भी देश हित के काम हुये है तुम लोगो ने उसका विरोध किया ओर जनता को भडकाया हैं बे साला चुनोती से तो सरकार निपटती पर तुम जेसे चूतियो से हमे निपटना पड्ता हैं,"hate,offensive"
5160,"##दुःखद घटना असामाजिक तत्वों ने पश्चिम बंगाल के 300 मुस्लिम घरों को जलाकर राख कर दिया,

यह घटना सुबह 7 बजे मंगलवार को पश्चिम बंगाल के तेलनीपारा जिले में हुई,

हिन्दू मुस्लिम नफ़रत की वजह से जलता हुआ भारत कब तक ऐसा होता रहेगा

 #Islamophobia_In_India #",hate
5161,"अलविदा बहन| उन्नाव रेप पीड़िता अब नही रही … कोई ऐसा सोच भी नही सकता था कि न्याय के लिए एक बेटी को परिवार सहित मरना पड़ा हो ! ऑपरेशन ट्रक सफल हुआ अब कोई नई कहानी गढ़ी जाएगी,, महिला हितों के लिए लंबे लंबे भाषण दिए जाएंगे ! विधायक जी सहित पूरी सरकार को बधाई ! और अंत में #होनीकोकौनटालसकता_है ! कहाँ बहन आप कोर्ट कचहरी के चक्कर मे पड़कर जान गवा दी | काश फूलन बनी होती तो आप नही आरोपी ऊपर होते | इस बहन के लिए भी आवाज़ बन जाओ नही तो कोई किसी की बहन बेटी सुरक्षित नहीं रहेगी | मोदी योगी मुर्दाबाद | कुलदीप सेंगर बलात्कारी कातिल है, उसे फाँसी हो",fake
5162,"#AatmaNirbharBharat योजना के तहत राज्यों/केंद्र शासित प्रदेशों द्वारा अनुमानित करीब 2.8 करोड़ प्रवासी और दूसरी जगहों पर फंसे प्रवासियों में से लगभग 95 प्रतिशत को निःशुल्क खाद्यान्न की आपूर्ति की गई

विवरण: https://t.co/ASqHq15skg",non-hostile
5163,अब ये किस ने कहा कि राहुल गांधी जी भारत को जीत ने के बाद पाकिस्तान के चुनावों की तैयारी में जुट जाएं गे।,defamation
5164,"प्रणब दा के बेटे का छलका दर्द, बोले- 'कोरोना के चलते पूरी नहीं कर पाया पिता की इच्छा'  https://t.co/jMJzNPjGQ7 via @NavbharatTimes 

#PranabMukherjee",non-hostile
5165,"USISPF सम्मेलन 31 अगस्त से शुरू हुआ है, पांच दिन तक चलेगा. इसकी थीम ‘नेविगेटिंग न्यू चैलेंजेस’ है. इस सम्मेलन के पीएम मोदी के वीडियो के साथ भी वही हुआ जो बीते कुछ दिनों से उनके दूसरे वीडियोज़ के साथ हो रहा है. यानी भर-भरकर डिसलाइक्स मिले.
@narendramodi 
https://t.co/XLVm4HyXPE",non-hostile
5166,"राजस्थान लोक सेवा आयोग ने कोरोना को देखते हुए स्थगित किए सभी पदों के इंटरव्यू

#Rajasthan #RPSC #COVIDー19

https://t.co/UtWQmeDF9u",non-hostile
5167,"जब 8% GDP  थी तो नौकरी मिली ही नहीं तो आज क्या घंटा मिलेगी.. 😏😏
@ekhivillain भैया की कलम से @bwali_guru https://t.co/wExYPRnlkF",offensive
5168,"अब तक राज्य में 41.07 लाख नमूनों की जांच की जा चुकी है.
#hindinews
https://t.co/pX5tPXpPl7",non-hostile
5169,"मेरे पड़ोस में दो मराठी परिवार रहते हैं जो जीवन भर अपनी रोटी यहां से कमा रहे हैं, आज रात को उनको तेरा ये ट्वीट दिखाता हूँ",defamation
5170,"भूल कर भी न करें ITR से जुड़ी ये गलतियां, वरना आयकर विभाग भेज सकता है नोटिस
#TaxReturns #tax #IncomeTax #IncomeTaxDepartment #income #personalfinance 
https://t.co/WB5BbdqTuI",non-hostile
5171,"पूर्व राष्ट्रपति प्रणब मुखर्जी का निधन: राजस्थान में आज एक दिन का अवकाश घोषित किया गया, 7 दिन मनाया जाएगा शोक; अजय माकन का फीडबैक कार्यक्रम भी स्थगित https://t.co/szye3njJKg #PranabMukherjee #Rajasthan @ajaymaken @ashokgehlot51",non-hostile
5172,"शिवसेना अपने ही ताबूत में कील ठोक रही है, 

जल्द ही सोनिया सेना का घमण्ड टूटेगा!🤙🤙🤙",hate
5173,"#BreakingNews : कंगना रनौत और शिवसेना नेता संजय राउत के बीच हुई जुबानी जंग के बाद गृहमंत्रालय ने कंगना को Y+ श्रेणी की सुरक्षा देने का फैसला किया

https://t.co/smwhXUzF4C https://t.co/4Cn7k3eiE2",non-hostile
5174,"Motorola One 5G है कंपनी का किफायती 5जी स्मार्टफोन, 6 कैमरे हैं इसमें 
https://t.co/urw8aFHcuz",non-hostile
5175,"मैं डॉक्टर कफील खान के रिहाई की मांग करता हूँ.

#JudgmentDayForDrKafeel
#JudgmentDayForDrKafeel 
#JudgmentDayForDrKafeel 
#JudgmentDayForDrKafeel",non-hostile
5176,"LIVE: सीएम नीतीश कुमार का बड़ा हमला- लालू-राबड़ी के राज में होते थे सामूहिक नरसंहार

#BiharElections #Politics 

https://t.co/WMWrsBDN2Y https://t.co/eObCHlRqHv",non-hostile
5177,"#LoveJihadKanpurCase: फिजा फतिमा बनी शालिनी को विदेश भेजने की तैयारी, वीजा लेने की कोशिश!
#lovejihad #kanpur @Uppolice @myogiadityanath 
https://t.co/jbWyDh2VaV",non-hostile
5178,तत्‍संबंधी कार्यालय ज्ञापन मंत्रालय के राजभाषा प्रभाग द्वारा दिनांक 14 अगस्‍त को जारी किया जा चुका है। मंत्रालय के डैश बोर्ड पर भी इसकी सूचना उपलब्‍ध करवाई गई है। (3/3),non-hostile
5179,"CM नीतीश कुमार की अध्यक्षता में बिहार विकास मिशन के शासी निकाय की 7वीं बैठक सम्पन्न, जानें किन मुद्दों पर हुई चर्चा

रिपोर्टः- @kumarprakash4u 

#NitishKumar #Bihar  

https://t.co/xVlRowRpt4",non-hostile
5180,"कृषि मंत्री कमल पटेल ने माना कि कमलनाथ सरकार में कुछ किसानों की कर्जमाफी हुई थी 
#MadhyaPradesh 
@ZeeMPCG  
https://t.co/QIF8Ak9f6K",non-hostile
5181,"देश ने रक्षा क्षेत्र में बड़ी सफलता हासिल की है. डीआरडीओ ने सफलतापूर्वक #HSTDV का फ्लाइट टेस्ट किया है.

@DRDO_India

https://t.co/BfIwFGsr9S",non-hostile
5182,"IPL चेयरमैन बृजेश पटेल ने कहा- ’19 सितंबर से UAE में शुरू हो रहे IPL2020 का शेड्यूल कल (6 सितंबर) को रिलीज किया जाएगा.’ 
#IPLSchedule #IPL2020

https://t.co/sOC8BhBM5k",non-hostile
5183,"कई दिनों से केंद्र सरकार को छात्रों की तरफ से संदेश दिए जा रहे हैं.  मोदी के कई यूट्यूब वीडियो में डिसलाइक की भरमार से लेकर उन्हीं के दिए ताली-थाली वाले आइडिया तक. ये सब हो रहा है ताकि छिटपुट आवाज़ें इकट्ठा होकर सरकारी कानों पर गिरें. 5Baje5Minute 

https://t.co/Ob4sWWY7vF",non-hostile
5184,"#ReportForSSR | सुशांत और उनके पिता के रिश्ते पर सवाल उठाने वालों को परिवार का करारा जवाब, देखें वीडियो 
 https://t.co/ciKz6Mdjrq",non-hostile
5185,"अनुराग कश्यप ने शेयर किया बरेली के #BJP विधायक की बेटी का वीडियो, कहा- इनकी मदद करें, इन्हें जान का खतरा है

https://t.co/tsFiGq5WSz https://t.co/vdr80VVg4T",non-hostile
5186,"सुशांत-रिया के रिश्ते में 'ड्रग्स का धुंआ' ? , देखिए रिया के घर से सोनल सिंह की ये ग्राउंड रिपोर्ट 
#RheaChakraborty  @Sheerin_sherry https://t.co/M9tWbx0ykb",non-hostile
5187,"@priyankagandhi मै एक कुत्ता पालकर उसका नाम शेरू गांधी रख देता हूं।
वो कांग्रेस का महासचिव तो नही पर प्रदेश अध्यक्ष तो बन ही जायेगा😂😂😂",hate
5188,दिल्ली के गफ्फार मार्केट में दिल्ली पुलिस ने आतंकवादियों की गिरफ्तारी की है।,fake
5189,"Desh ke gaddar 

महाराष्ट में समाजवादी पार्टी नेता अबू आजमी के समर्थन में पाकिस्तान जिंदाबाद के नारे लगार रहे है....!!

वडाळा स्टेशन मुंबई@yadavakhilesh इस पर कोई टिप्पणी?",hate
5190,"जब तक हिंदुस्तान में सिनेमा है, लोग चूतिया बनते रहेंगे।",offensive
5191,"राष्ट्रीय शिक्षा नीति में भारतीय भाषाओं, कलाओं और संस्कृति के संवर्धन को विशेष महत्व दिया गया है क्योंकि वे भारत की पहचान के साथ-साथ हमारी अर्थ-व्यवस्था के लिए भी महत्वपूर्ण हैं।",non-hostile
5192,"कल से पितृपक्ष: गया में ऑनलाइन पिंडदान नहीं करवाएंगे पंडे, 700 बुकिंग रद्द; पंडे बोले- ऐसे तो हर कोई इसे बिजनेस बना लेगा https://t.co/TEyouiPISk #PitruPaksha #Gaya #Pinddaan",non-hostile
5193,"जख्मी हुआ था जवान लड़ाई में...! चीन के हमले में घाायल जवान सुरेंद्र सिंह के हवाले से उनके पिता और पत्नी ने बताया कि हम 300-400 आदमी थे और चीन की तरफ से 2000-2500 लोग थे। अचानक कैसे हम उनके घेरे में अा गए, कुछ पता ही नहीं चला। उन लोगो के पास रॉड , डंडे और पत्थर थे जिनसे उन्होंने हम हमला बोल दिया । जबकि हमारे पास कुछ नहीं था हम बिल्कुल ख़ाली हाथ थे...लेकिन फिर भी हमने हार न मानी, हमने अपने हाथों को फौलाद बनाया और एक एक पर भारी पड़े पर अफसोस कि हमने अपने 20 साथियों को बचा नहीं सके, वो लड़ते लड़ते वीरगति को प्राप्त हो गए...😢😢😢 देश रक्षा में लगे हर जवान को मेरा सलाम..🙋🙋🙋 जय हिंद जय हिंद की सेना

",fake
5194,"ITBP के जवानों ने लियो पारगिल पर्वत की चोटी को किया फतह,  तिरंगा लहराकर मनाया ' जश्न '
@ITBP_official 

https://t.co/Zl8SBx0K5L",non-hostile
5195,"#जन्माष्टमी मे मोर का पंख इतना महत्त्वपूर्ण है कि #राष्ट्रीय_पक्षी जो कि एक जीव उसकी जान लेना इन देशद्रोहीयों के लिए जायज़ हो जाता है....
आख़िर बकरीद की Qurbaani पर ही क्यूँ हल्ला मचता है इन पर क्यूँ नहीं????",fake
5196,"अहमदाबाद अस्पताल में हिंदू और मुस्लिम को अलग किया। अस्पताल ने कहा, यह सरकार का निर्णय।",fake
5197,"नीतीश कुमार ने जेडीयू के वर्चुअल सम्मेलन में सुशांत सिंह राजपूत को श्रद्धांजलि दी और कही ये बात
https://t.co/zNgCd7r4nR",non-hostile
5198,"पिछले साल दिल्ली के 2 करोड़ लोगों ने मिलकर डेंगू को हराकर दिखाया था। आइए आज से डेंगू के खिलाफ़ अगले 10 हफ़्ते चलने वाली लड़ाई हम फिर से शुरु करें

सुबह 10 बजे मैं अपने घर पर चेक करूँगा कि कहीं पानी जमा तो नहीं है। आप भी जरूर करना। हमें इस बार भी मिलकर डेंगू को हराना है।",non-hostile
5199,देश का विपक्ष भड़वे लोगों कुत्ते कमीनी इतना क्यों जलते हो भाजपा और आरएसएस देश का विपक्ष रोज बेरोजगार हो गया है इसीलिए दिन भर रोता रहता है दिन रात सोते जागते सिर्फ मोदी जी का नाम एक कमीनों तुमको सपने में भी मोदी जी आएंगे और सबसे बड़ा देश का गद्दार जो है वह तो दिन-रात माला जपता,"hate,offensive"
5200,"पुलिस के साथ ये कौन लोग है जो महिलाओं को बुरी तरह से मार रहे है? क्या इसी तरह मोदी जी की सरकार महिलाओं का सम्मान करती है?

",fake
5201,"रिलायंस रिटेल को मिल सकता है बड़ा निवेश, वॉलमार्ट के साथ डील के लिए चल रही बातचीत!
https://t.co/53FgYlPAgf via @NavbharatTimes 
#Reliance #Walmart #JioMart https://t.co/Ts5Q5hN451",non-hostile
5202,#बहुजनों_का_शासन_लायेंगे संख्या हमारी राज तुम्हारी नहीं चलेगी,hate
5203,"अमिताभ और अभिषेक बच्चन दोनों कोरोना असिम्प्टोटिक हैं और उनकी हालत बेहतर है। उनके पास जुहू में तीन बंगले हैं, जिनमें 18 कमरे हैं। यहां तक कि एक कमरे में मिनी आईसीयू है और 2 डॉक्टर्स 24 घंटे वहां रहते हैं। लेकिन, उन्होंने खुद को नानावटी हॉस्पिटल में भर्ती कराया और सीनियर बच्चन अपने हर ट्वीट में नानावटी और इसके डॉक्टर्स का शुक्रिया अदा कर रहे हैं। उन्होंने रेडिएंट ग्रुप में इन्वेस्ट किया है और इसके बोर्ड मेंबर भी हैं, जो कि नानावटी का ही है। यह हॉस्पिटल भारी भरकम बिल बनाता है, 10 में से 7 को कोरोना पॉजिटिव बताता है और मरीजों को जरूरत से ज्यादा लम्बे समय तक भर्ती रखता है। नानावटी की छवि को चमकाने के लिए बेहतरीन स्क्रिप्ट और एक्टिंग।",fake
5204,"राहुल गाँधी ने कहा चीलों के बीच बेरोज़गारी के लिए बीजेपी ज़िम्मेदार

",fake
5205,"आरा: मामूली विवाद में दो पक्षों में जमकर मारपीट और गोलीबारी, पुलिस ने 3 लोगों को किया गिरफ्तार

#Bihar #Ara #Police 

https://t.co/AK1w4uenTV",non-hostile
5206,"यूपी: पीएम रिपोर्ट में खुलासा- कार्डियक अरेस्ट से हुई थी पूर्व विधायक निर्वेंद्र की मौत, जांच के लिए समिति गठित

https://t.co/IC4YBI7nll",non-hostile
5207,"दर्द और डर। बिग बी ने छात्रों के लिए अब अपनी आवाज उठाई
",fake
5208,"असम पुलिस से जानिए आखिर 'रसोड़े में कौन था?', राशि थी या ड्रग्स स्मगलर थे? 

@assampolice 
https://t.co/H6ZMOLo66w",non-hostile
5209,"विराट कोहली को टीम इंडिया से बाहर करने की आवाजें हुई थीं बुलंद, फिर एमएस धोनी ने खेला मास्‍टरस्‍ट्रोक -
#MSDhoni 
https://t.co/6T2VP0pf7e",non-hostile
5210,"उत्तर कोरिया के तानाशाह किम जोंग उन ने जब मोदी जी की हत्या की शाजिश करने वालों के बारे में सुना तो उन्हें बहुत ही बुरा लगा, जब प्रेस कांग्रेस में उनसे इस बारे में पूछा गया तो उन्होंने बहुत ही बड़ा बयान दे डाला हे उन्होंने अपने बयान में कहा की जो लोग मोदी जी की हत्या करने के बारे में सोच रहे हैं वो एक बार मेरे बारे में जान लें की उनका क्या हर्ष होगा, मोदी हमारे बहुत ही करीबी दोस्त हैं, हम उनके लिए कुछ भी करने को तैयार हैं |

",fake
5211,"#IndiaFightsCorona:

📍कई जगह कोरोना के मामले फिर बढ़ने लगे हैं, इसका क्या कारण हो सकता है ❓❓❓

#StaySafe #IndiaWillWin https://t.co/F1bPWVk0oG",non-hostile
5212,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",fake
5213,"रेलवे की ओर से बिजली कनेक्शन के लिए खोदे गए गड्ढे में गिरी लड़की, फिर लोगों ने ऐसे किया रेस्क्यू

https://t.co/gWuSQos0K8",non-hostile
5214,"अच्छी बारिश से अर्थव्यवस्था को मिलेगी गति, किसानों के लिए भी खुशखबरी
https://t.co/Xymaw2B9nP via @NavbharatTimes 
#Kharif #economy",non-hostile
5215,"न्‍यूजीलैंड के ऑलराउंडर जिमी नीशम ने एक पाकिस्‍तानी फैन की बोलती बंद कर दी -

https://t.co/ZIoHfcrwTi",non-hostile
5216,"Airtel Offer: अंकल चिप्स, कुरकुरे, लेज और डॉरिटोज को खरीदने पर मिलेगा 2GB तक का मुफ्त डाटा
@Airtel_Presence
@Lays_India
https://t.co/2xPCsZ5UrB",non-hostile
5217,"मुख्यमंत्री श्री @myogiadityanath जी ने आज, भारत सरकार द्वारा जारी की गयी अनलाॅक-4 गाइडलाइन के अनुसार कल से प्रदेश में कंटेनमेंट जोन के बाहर के क्षेत्रों में अधिक गतिविधियों को खोलने के लिए दिशा-निर्देश जारी किए हैं: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी
@ShishirGoUP https://t.co/RJkbaaiZ0K",non-hostile
5218,"असम के सीएम राहत कोष से पैसे निकालने के मामले में 5 लोग UP से गिरफ्तार, सभी आरोपी उत्तर प्रदेश से ताल्लुक रखते हैं
https://t.co/7DfLOeznDq",non-hostile
5219,"हर साल युवाओं की दो करोड़ नौकरियां लेंगे!

ये कहा था चाचा ने, वो तो हम लोगों से ही सुनने में भृम हुआ!",hate
5220,ड़क पर नोट फेंककर कोरोनावायरस फैलाने का काम किया जा रहा है,fake
5221,कहासुनी: भारत की GDP में -23 फीसदी की ऐतिहासिक गिरावट देखने को मिली है. इस गिरावट का आप पर क्या असर दिखा है? हमें बताइए. https://t.co/LMBhSI6dD3,non-hostile
5222,#ReportForSSR | 'ड्रग्स गिरोह' में कौन - कौन से राजनेता अभिनेता शामिल? देखिए 'महाभारत' सुचरिता कुकरेती के साथ रिपब्लिक भारत पर LIVE : https://t.co/G945HvRmSx https://t.co/0WI3VLWQiu,non-hostile
5223,भारत सरकार की गाइडलाइन के अनुसार 'यूनीवर्सलाइजेशन ऑफ वूमेन हेल्पलाइन' स्कीम के अन्तर्गत '181 महिला हेल्पलाइन' का संचालन कार्यदायी संस्था GVK EMRI के माध्यम से किया जा रहा था।,non-hostile
5224,"होम क्वारनटाइन के दौरान क्या कोरोना मरीज के कपड़े कोरोना
बाकी कपड़ों के साथ धो सकते हैं?

#IndiaFightsCorona #COVID19 
@PIB_India @PrakashJavdekar @shashidigital https://t.co/iwQrYjNORM",non-hostile
5225,AAP नेता केजरीवाल इतने बौखलाये हुये है कि झाटू को वोट देने की अपील कर रहे है !,fake
5226,"यूपी में जातीय हिंसा और बलात्कार का जंगलराज चरम पर है।

अब एक और भयानक घटना- सरपंच सत्यमेव ने दलित होकर ‘ना’ कहा जिसके कारण उनकी हत्या कर दी गयी।

सत्यमेव जी के परिवारजनों को संवेदनाएँ।

https://t.co/Fl3ygHUFle",non-hostile
5227,"चीन का कहना‌ है कि #भारत_ने_दादागिरी करके जबरदस्ती हमारी जमीन पर कब्जा कर लिया ,हम भारतीय यही सुनने के लिए  तो तरस रहे थे। यह सुनकर मन #अति_प्रसन्न हुआ।","fake,offensive"
5228,कोरोना महामारी के कारण 17 मई 2020 तक लॉकडाउन की वजह से मोबाइल कंपनियों नें सभी मोबाइल यूजर्स को फ्री इन्टरनेट देने का ऐलान किया है|,fake
5229,अर्नब के मुँह से योगी जी की तारीफ़ सुनकर अच्छा लगता है।#विकास_गायब_है,hate
5230,"मेरा @BJP4India से सीधा सवाल है -

राष्ट्रपति जी को भूमि पूजन में क्यों नहीं बुलाया गया? क्या इसलिए क्योंकि वो दलित हैं? 

भाजपा इसका जवाब दे। ""Anti Dalit BJP""",non-hostile
5231,पेंगोंग झील के दक्षिणी किनारे पर सैन्य मोर्चेबंदी से पूरे विवादित क्षेत्र में भारत को मिल गई बढ़त #IndiaChinaFaceOff  https://t.co/6g22PUhZrP,non-hostile
5232,"विशेषज्ञ कोरोना के कारण अर्थव्यवस्था के भारी गिरावट की भविष्यवाणी कर रहे हैं। मुझे इन विशेषज्ञों के बारे में ज्यादा पता नहीं है, लेकिन मैं निश्चित रूप से जानता हूं कि उन्हें मानव प्रेरणा और निर्धारित प्रयासों के मूल्य के बारे में कुछ भी नहीं पता है'। देश-दुनिया में पहले हुईं ऐसे घटनाओं के बारे में लिखा गया है, जिनके बाद दुनिया पर संकट था, लेकिन दुनिया उससे उबर गई।",fake
5233,"हम सब एक हैं 🙌 जात पात से ऊपर उठो और हिंदू बनो 🚩 जय श्री राम🙏
जय हिंद वंदे मातरम 🙏",offensive
5234,"कोई जरूरी तो नहीं की फिल्मों का अड्डा सिर्फ मुम्बई ( महाराष्ट्र) ही रहे ।

फिल्म इंडस्ट्री U.p. में भी बनाई जा सकती है🤔❓",defamation
5235,"अनुच्छेद 370 और 35A हटने के बाद जम्मू-कश्मीर और लद्दाख में हुआ एक नए युग का शुभारंभ।

आज जम्मू-कश्मीर में आतंकवाद, परिवारवाद और भ्रष्टाचार पर लगाम लगी है और विकास की एक नई बयार बह रही है।

एक भारत, एकात्म भारत!

#OneYearOfNoArticle370 https://t.co/FaYfqOfuOt",non-hostile
5236,"प्रदेश में बसों का सुचारू रूप से संचालन किया जा रहा है। कल 5,900 बसों के माध्यम से 9,70,000 लोगों ने यात्रा की: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी

@ShishirGoUP",non-hostile
5237,"#IndiaFightsCorona

हर समय बुज़ुर्गों का ख्याल रखें और उनका सहयोग करें। बदलकर अपना व्यवहार, करें कोरोना पर वार। 

#TogetherAgainstCovid19 https://t.co/93Vs75uV5l",non-hostile
5238,ठेके खुलते ही #बीजेपी नेत्री का पहला रुझान आया धन्यवाद मोड़ी जी ठेके खुलवाने के लिए,offensive
5239,"1968 की शिक्षा नीति से लेकर इस शिक्षा नीति तक, एक स्वर से निरंतर यह स्पष्ट किया गया है कि केंद्र व राज्य सरकारों को मिलकर सार्वजनिक शिक्षा के क्षेत्र में जीडीपी के 6 परसेंट निवेश का लक्ष्य रखना चाहिए। 2020 की इस शिक्षा नीति में इस लक्ष्य तक शीघ्रता से पहुंचने की अनुशंसा की गयी है",non-hostile
5240,"किसी ने हाथी बनवाये किसी ने बनवाये हज हाउस।
 हमारे योगी महाराज भव्य राम मंदिर बना रहे है! जय जय श्री राम",defamation
5241,"बिहार हाजीपुर जेल में सिपाही को Corona Virus.

",fake
5242,"@Mr_Gabbar_02: कभी तो चौंक के देखे कोई हमारी तरफ़
किसी की आँख में हमको भी इंतज़ार दिखे
#सुभ_संध्या
#Gabbar 🌱 https://t.co/3hArMNFFGC",defamation
5243,"कंगना कमीनी जहां जहां 
तेरा छज्जा और चबूतरा हद
से बाहर निकलेगा, BMC 
तोड़ेगी ज़रूर.....🤣🤣🤣",offensive
5244,"😂👇
#मियां_खलीफा_से_कम_नहीं_है
लिब्रलों की नयी प्रिंसेस जिसे चाटने कू रेडी थे कल सब के सब ........

जो साऊदी की सो कोल्ड राजकुमारी ट्विटर पर ट्वीट पर ट्वीट पेली जा रही थी और यहाँ के शान्तिदूत भी खुश हो रहे थे कि अब तो बस किसी भी दिन सऊदी भारत पर बम मार देगा, वो अभी दो- तीन दिन पहले लंदन के एक होटल में 7 लोगों के साथ मूँह काला करते हुए दबोच ली गयी, इस खबर को दबाने के लिए तेल के कुओं में रहने वाले मेंढकों ने अखबार को 50 मिलियन डॉलर (करीब 3 अरब रु.) देने की पेशकश भी की कि इस खबर को दबा दिया जाए, मगर अखबार ने ये कहते हुए मना कर दिया कि हम #NDTV नहीं हैं....","fake,offensive"
5245,"महान स्वतंत्रता संग्राम सेनानी और शहीद श्री #भगत_सिंह जी की सगी छोटी बहन का कल देहांत हो गया लेकिन अफसोस कि देश की मिट्टी के लिए मिटने वाले शहीद के परिवार के लिए किसी नेता ने शोक तक प्रकट नही किया जो नकली गांधी के चरणों को चाटते नही थकते ।
#श्रद्धांजलि_प्रकाश_कौर",hate
5246,"राज्यों के अनुसार कोरोना संक्रमण की कुल संख्या

#IndiaFightsCorona https://t.co/V9uW3DWYiq",non-hostile
5247,"फ्लिपकार्ट होलसेल ने किराना दुकानदारों को सेवाएं देना किया शुरू, जानिए पूरी प्लानिंग
https://t.co/G1S7XcDQ90 via @NavbharatTimes 
#Flipkart #FlipkartWholesale https://t.co/UnI8wlwyId",non-hostile
5248,"प्रज्ञा ठाकुर ने कहा की गोवा में बीफ़ की बिक्री की वजह से मनोहर पर्रिकर कैंसर से मरें
गोवा के मुख्यमंत्री मनोहर पर्रिकर की मृत्यु इसलिए हुई क्यूंकि उन्होंने गोवा में बीफ़ (गौ-मांस) पर बैन नहीं लगाया था |


",fake
5249,"@Asthakaushik05 जो आदमी पहले सिनेमा घर के बाहर टिकट की काला बाजारी करता था,गुंडागिरी करता था अपने कॉलेज के दिनों में लड़की छेड़ता था जनता जिसे कुत्तों की तरह कई बार मारी हो वो जब सांसद बनेगा तो यही सब गन्दी हरकते ही करेगा.इस उचक्के की संसद सदस्यता खत्म की जानी चाहिए, इसको जेल भेजा जाना चाहिए","defamation,fake,offensive"
5250,"बिल नहीं दे पाया दंपत्ति तो अस्पताल ने खरीद लिया बच्चा, चार कमरे सील

https://t.co/eo312285aI",non-hostile
5251,"गाय माता है अच्छी बात है
गंगा माता है अच्छी बात है,
धरती माता है अच्छी बात है
साले जब हर जगह बाप को छुपाओगे 
तो शक़ तो होगा ही जनता को ? @BhimArmyChief",hate
5252,"भारत रत्न,पूर्व राष्ट्रपति श्री प्रणव मुखर्जी जी के निधन का दुःखद समाचार प्राप्त हुआ। ईश्वर दिवंगत आत्मा को शान्ति एवं परिवारजनो को सहनशक्ति प्रदान करें।
प्रणव दा उत्कृष्ट राजनेता थे, जिन्होंने पांच दशक के लंबे राजनीतिक जीवन में विभिन्न पदों पर रहकर राष्ट्र की सेवा की।
ॐ शान्ति। https://t.co/k27hLu2dTW",non-hostile
5253,"इन आरोपों में कोई सच्चाई नज़र नहीं आती और वैसे भी महिलाओं ने खुद ही मी टू 
कैम्पेन की धज्जियां उड़ा रखीं हैं झूठे आरोप लगा लगा कर
उम्मीद है आप समझ चुके होंगे मी टू से जुड़ी सारी औरतें निहायत ही कमीनी और मौकापरस्त होती हैं 
आपके बहुत बेहूदा ट्वीट सामने आते रहते हैं
फिर भी आपको👍 https://t.co/JLffqPj18i",offensive
5254,"योग गुरु बाबा रामदेव ने दो दावें किए हैं| पहला तो यह की 30 सेकंड तक सांस रोकना कोविड-19 के लिए एक स्व - परीक्षण का तरीक़ा हो सकता है और दूसरा यह की सरसों का तेल नाक पर लगाने से वह वायरस को पेट में ले जाता है जहाँ एसिड वायरस को ख़त्म कर देता है। किंतु इन दावों को किसी भी वैज्ञानिक रीसर्च का समर्थन या पुष्टि नहीं मिली है। रामदेव ने यह दावें आज तक के इ- अजेंडा में 25 अप्रैल 2020 को एक 24 मिनट लंबे वीडियो में किए। इस इंटर्व्यू का वीडियो आप नीचे देख सकते हैं। वीडियो के पाँचवे मिनट में रामदेव कोविड-19 के 'सेल्फ़ - टेस्ट' की बात करते हैं।
",fake
5255,"चाइना में बनता नकली बीफ़ |

",fake
